,title,link,link_alternative,link_icon,summary,datatakesensingstart,beginposition,endposition,ingestiondate,orbitnumber,relativeorbitnumber,cloudcoverpercentage,gmlfootprint,format,instrumentshortname,sensoroperationalmode,instrumentname,footprint,s2datatakeid,platformidentifier,orbitdirection,platformserialidentifier,processingbaseline,processinglevel,producttype,platformname,size,tileid,hv_order_tileid,filename,identifier,uuid,level1cpdiidentifier,granuleidentifier,datastripidentifier
6698b340-842d-4da5-8671-f998b517f135,S2A_MSIL1C_20160101T094412_N0201_R036_T32NNG_20160101T095712,https://scihub.copernicus.eu/apihub/odata/v1/Products('6698b340-842d-4da5-8671-f998b517f135')/$value,https://scihub.copernicus.eu/apihub/odata/v1/Products('6698b340-842d-4da5-8671-f998b517f135')/,https://scihub.copernicus.eu/apihub/odata/v1/Products('6698b340-842d-4da5-8671-f998b517f135')/Products('Quicklook')/$value,"Date: 2016-01-01T09:44:12.03Z, Instrument: MSI, Mode: , Satellite: Sentinel-2, Size: 17.95 MB",2016-01-01 09:44:12.030,2016-01-01 09:44:12.030,2016-01-01 09:44:12.030,2018-12-19 01:19:32.926,2750,36,0.0,"<gml:Polygon srsName=""http://www.opengis.net/gml/srs/epsg.xml#4326"" xmlns:gml=""http://www.opengis.net/gml"">
   <gml:outerBoundaryIs>
      <gml:LinearRing>
         <gml:coordinates>1.80981859,8.99982018 0.81642903,8.99982025 0.81630719,9.98661554 1.80954843,9.98700503 1.80981859,8.99982018 1.80981859,8.99982018</gml:coordinates>
      </gml:LinearRing>
   </gml:outerBoundaryIs>
</gml:Polygon>",SAFE,MSI,INS-NOBS,Multi-Spectral Instrument,"MULTIPOLYGON (((9.98661554 0.81630719, 9.98700503 1.80954843, 8.99982018 1.80981859, 8.99982025 0.81642903, 9.98661554 0.81630719)))",GS2A_20160101T094412_002750_N02.01,2015-028A,DESCENDING,Sentinel-2A,02.01,Level-1C,S2MSI1C,Sentinel-2,17.95 MB,32NNG,NG32N,S2A_MSIL1C_20160101T094412_N0201_R036_T32NNG_20160101T095712.SAFE,S2A_MSIL1C_20160101T094412_N0201_R036_T32NNG_20160101T095712,6698b340-842d-4da5-8671-f998b517f135,S2A_OPER_MSI_L1C_TL_SGS__20160101T153114_A002750_T32NNG_N02.01,S2A_OPER_MSI_L1C_TL_SGS__20160101T153114_A002750_T32NNG_N02.01,S2A_OPER_MSI_L1C_DS_SGS__20160101T153114_S20160101T095712_N02.01
